Locality,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
GREENWICH,5611.0,6024.0,6348.0,6849.0,7496.0,7928.0,8250.0,8765.0,9262.0,1571.0,1596.0,1628.0,1681.0,1743.0,1798.0,1863.0,1925.0,1991.0
GREGORY HILLS,3395.0,5204.0,7760.0,9445.0,10158.0,10576.0,10860.0,11034.0,11207.0,859.0,1924.0,3330.0,4032.0,5074.0,6249.0,6790.0,7330.0,8222.0
GREYSTANES,22100.0,22875.0,23444.0,24338.0,25608.0,28422.0,31436.0,34295.0,35952.0,2813.0,3025.0,3279.0,3479.0,3702.0,3949.0,4193.0,4408.0,4622.0
GROSE WOLD,1559.0,1570.0,1570.0,1578.0,1605.0,1605.0,1605.0,1604.0,1604.0,470.0,514.0,528.0,545.0,572.0,608.0,640.0,678.0,726.0
GUILDFORD,22831.0,24393.0,25891.0,27651.0,29342.0,30637.0,31844.0,33009.0,34786.0,2321.0,2488.0,2681.0,2827.0,3000.0,3193.0,3388.0,3560.0,3735.0
GUILDFORD WEST,5016.0,5209.0,5329.0,5510.0,5763.0,6229.0,6721.0,7187.0,7311.0,820.0,871.0,914.0,953.0,1001.0,1055.0,1111.0,1163.0,1219.0
GYMEA,7324.0,7645.0,7958.0,8435.0,9041.0,9873.0,10696.0,11544.0,12109.0,2115.0,2234.0,2302.0,2463.0,2647.0,2809.0,2961.0,3092.0,3228.0
GYMEA BAY,7736.0,7857.0,7994.0,8212.0,8493.0,8892.0,9347.0,9863.0,10158.0,802.0,838.0,873.0,934.0,1006.0,1072.0,1134.0,1187.0,1242.0
HABERFIELD,6725.0,6733.0,6735.0,6737.0,6740.0,7278.0,7868.0,8226.0,8604.0,1778.0,1993.0,2218.0,2335.0,2514.0,2659.0,2801.0,2933.0,3054.0
HAMMONDVILLE,3595.0,3720.0,3858.0,3946.0,4024.0,4186.0,4381.0,4604.0,4742.0,1118.0,1190.0,1297.0,1405.0,1491.0,1649.0,1867.0,2129.0,2383.0
HARRINGTON PARK,10778.0,12037.0,12878.0,13301.0,13733.0,14123.0,14346.0,14493.0,14628.0,1115.0,1244.0,1341.0,1437.0,1551.0,1948.0,2400.0,3076.0,3628.0
HARRIS PARK,6411.0,6653.0,6934.0,7258.0,7548.0,7727.0,7894.0,8062.0,8213.0,1362.0,1446.0,1627.0,1766.0,1913.0,2028.0,2180.0,2330.0,2464.0
HASSALL GROVE,4632.0,4722.0,4768.0,4792.0,4799.0,4859.0,4953.0,5067.0,5223.0,379.0,400.0,411.0,427.0,457.0,483.0,511.0,538.0,564.0
HAYMARKET,7960.0,9460.0,9678.0,11404.0,13694.0,15657.0,17523.0,19385.0,21408.0,22969.0,25933.0,27704.0,29408.0,31471.0,33464.0,34905.0,36093.0,37344.0
HAZELBROOK,4860.0,4875.0,4928.0,4935.0,5017.0,5165.0,5327.0,5504.0,5620.0,697.0,722.0,752.0,773.0,804.0,834.0,862.0,900.0,942.0
HEATHCOTE,6681.0,6927.0,7063.0,7205.0,7376.0,7665.0,7955.0,8244.0,8618.0,1795.0,1955.0,2024.0,2140.0,2284.0,2413.0,2538.0,2651.0,2775.0
HEBERSHAM,5839.0,6020.0,6190.0,6304.0,6430.0,6528.0,6686.0,6879.0,7106.0,292.0,313.0,330.0,343.0,366.0,385.0,405.0,425.0,443.0
HECKENBERG,3213.0,3313.0,3407.0,3446.0,3460.0,3470.0,3533.0,3616.0,3783.0,189.0,222.0,328.0,421.0,530.0,593.0,627.0,664.0,751.0
HILLSDALE,6636.0,7346.0,7925.0,8318.0,8870.0,9001.0,9144.0,9299.0,9455.0,1311.0,1446.0,1534.0,1591.0,1640.0,1709.0,1776.0,1834.0,1895.0
HINCHINBROOK,12823.0,13230.0,14456.0,15150.0,15544.0,15864.0,16811.0,17934.0,19600.0,1265.0,1465.0,1957.0,2348.0,2803.0,2969.0,2986.0,2998.0,3369.0
HOBARTVILLE,3576.0,3615.0,3659.0,3716.0,3768.0,4200.0,4632.0,5100.0,5572.0,252.0,268.0,275.0,281.0,290.0,308.0,324.0,341.0,361.0
HOLROYD,1339.0,1356.0,1360.0,1364.0,1369.0,1370.0,1370.0,1370.0,1527.0,445.0,468.0,482.0,495.0,515.0,537.0,559.0,580.0,602.0
HOLSWORTHY,3902.0,4106.0,4506.0,4715.0,4870.0,5096.0,5471.0,5948.0,6598.0,2908.0,3094.0,3255.0,3422.0,3550.0,3650.0,3783.0,3974.0,4280.0
HOMEBUSH,8215.0,11295.0,14262.0,15805.0,17094.0,17823.0,18825.0,19867.0,20743.0,4822.0,5354.0,6125.0,6761.0,7174.0,7468.0,7714.0,7928.0,8104.0
HOMEBUSH WEST,8852.0,12095.0,13690.0,14795.0,16330.0,17492.0,18930.0,20287.0,21266.0,8050.0,8657.0,9440.0,10120.0,10648.0,11024.0,11380.0,11684.0,11919.0
HORNINGSEA PARK,3860.0,3992.0,4196.0,4299.0,4347.0,4354.0,4446.0,4565.0,4806.0,528.0,582.0,742.0,887.0,1031.0,1054.0,1050.0,1047.0,1195.0
HORNSBY,23342.0,25155.0,26486.0,27521.0,28559.0,30921.0,33468.0,36262.0,38187.0,15307.0,16080.0,16934.0,17769.0,18777.0,19949.0,21074.0,22100.0,23132.0
HORNSBY HEIGHTS,5951.0,6039.0,6129.0,6253.0,6431.0,6711.0,7028.0,7367.0,7745.0,610.0,643.0,684.0,721.0,764.0,816.0,862.0,904.0,944.0
HORSLEY PARK,1941.0,1977.0,2868.0,3742.0,4863.0,6728.0,8802.0,11066.0,13374.0,2200.0,5344.0,8346.0,12276.0,13019.0,13898.0,14456.0,15415.0,16569.0
HOXTON PARK,1673.0,1726.0,1946.0,2116.0,2354.0,2396.0,2490.0,2626.0,2899.0,387.0,447.0,604.0,749.0,911.0,961.0,953.0,967.0,1106.0
HUNTERS HILL,10011.0,9994.0,10034.0,10083.0,10276.0,10780.0,11289.0,11791.0,12293.0,2985.0,3211.0,3426.0,3633.0,3858.0,4125.0,4384.0,4625.0,4878.0
HUNTINGWOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6166.0,6439.0,6325.0,6370.0,6821.0,7233.0,7663.0,8079.0,8625.0
HUNTLEYS COVE,929.0,928.0,929.0,929.0,930.0,933.0,935.0,938.0,939.0,175.0,194.0,210.0,225.0,240.0,257.0,274.0,289.0,303.0
HURLSTONE PARK,4497.0,4887.0,5115.0,5444.0,5846.0,6693.0,7358.0,7838.0,8249.0,713.0,773.0,841.0,890.0,939.0,986.0,1038.0,1084.0,1127.0
HURSTVILLE,32346.0,35992.0,38049.0,39104.0,40196.0,41814.0,43517.0,45244.0,46979.0,12388.0,13313.0,14349.0,15193.0,16216.0,17055.0,17866.0,18563.0,19341.0
HURSTVILLE GROVE,2078.0,2090.0,2099.0,2104.0,2109.0,2113.0,2116.0,2118.0,2158.0,167.0,178.0,192.0,203.0,217.0,229.0,240.0,250.0,261.0
ILLAWONG,7594.0,7643.0,7676.0,7720.0,7834.0,8168.0,8467.0,8717.0,9225.0,1279.0,1373.0,1437.0,1531.0,1642.0,1742.0,1842.0,1931.0,2026.0
INGLEBURN,15587.0,16129.0,16711.0,17145.0,17729.0,18270.0,18777.0,19290.0,19805.0,13482.0,14348.0,14792.0,14992.0,15527.0,16037.0,16498.0,17475.0,19003.0
INGLESIDE,4718.0,5210.0,7390.0,9514.0,10958.0,11451.0,12002.0,12788.0,13815.0,2800.0,2843.0,2896.0,3031.0,3231.0,3397.0,3553.0,3686.0,3827.0
JAMISONTOWN,5622.0,5700.0,5826.0,5989.0,6153.0,6921.0,7698.0,8494.0,9297.0,4391.0,4772.0,4966.0,5336.0,5661.0,5843.0,6075.0,6440.0,6896.0
JANNALI,6717.0,7072.0,7361.0,7761.0,8173.0,8604.0,9129.0,9749.0,10032.0,1563.0,1707.0,1795.0,1926.0,2076.0,2211.0,2345.0,2470.0,2599.0
KAREELA,3541.0,3560.0,3584.0,3622.0,3689.0,3836.0,3979.0,4114.0,4297.0,660.0,708.0,735.0,781.0,836.0,883.0,929.0,971.0,1015.0
KATOOMBA,8791.0,8821.0,8947.0,8969.0,9194.0,9528.0,9868.0,10237.0,10540.0,5523.0,5807.0,5983.0,6091.0,6293.0,6512.0,6706.0,6936.0,7239.0
KEARNS,2520.0,2576.0,2602.0,2613.0,2622.0,2923.0,3290.0,3719.0,4151.0,222.0,230.0,228.0,228.0,227.0,240.0,250.0,274.0,296.0
KELLYVILLE,23234.0,26998.0,33050.0,38152.0,40614.0,41335.0,41917.0,42030.0,44281.0,3963.0,4590.0,4974.0,5394.0,6012.0,6405.0,6783.0,7197.0,7644.0
KELLYVILLE RIDGE,9770.0,10013.0,10087.0,10112.0,10472.0,11654.0,12564.0,13205.0,14125.0,1111.0,1336.0,1968.0,2361.0,2866.0,3184.0,3511.0,3696.0,3928.0
KEMPS CREEK,2184.0,2298.0,2410.0,2406.0,6414.0,11438.0,12717.0,13724.0,15593.0,1608.0,1711.0,3621.0,6624.0,9043.0,12926.0,17859.0,24524.0,26317.0
KENSINGTON,15711.0,16527.0,17895.0,18485.0,19243.0,20133.0,21081.0,22223.0,23474.0,10170.0,11630.0,12443.0,13127.0,13926.0,14913.0,16009.0,17068.0,18111.0
KENTHURST,6838.0,7161.0,7249.0,7290.0,7333.0,7427.0,7543.0,7651.0,7838.0,2274.0,2450.0,2480.0,2629.0,2805.0,2993.0,3186.0,3345.0,3508.0
KENTLYN,1154.0,1158.0,1156.0,1156.0,1155.0,1157.0,1158.0,1159.0,1160.0,286.0,293.0,282.0,273.0,264.0,279.0,292.0,321.0,348.0
KILLARA,9754.0,10104.0,10701.0,11401.0,11689.0,12158.0,12592.0,13139.0,13767.0,1614.0,1722.0,1864.0,1976.0,2058.0,2192.0,2315.0,2427.0,2546.0
KILLARNEY HEIGHTS,7720.0,7774.0,7887.0,8017.0,8076.0,8205.0,8333.0,8446.0,8635.0,2155.0,2273.0,2346.0,2536.0,2751.0,2943.0,3121.0,3276.0,3433.0
KINGS LANGLEY,9650.0,9908.0,10101.0,10209.0,10332.0,10563.0,10892.0,11272.0,11792.0,1260.0,1322.0,1332.0,1354.0,1395.0,1415.0,1442.0,1478.0,1496.0
KINGS PARK,3581.0,3650.0,3687.0,3707.0,3739.0,3831.0,3958.0,4104.0,4241.0,5445.0,5510.0,5611.0,5782.0,6051.0,6373.0,6730.0,7060.0,7434.0
KINGSFORD,16427.0,16929.0,18084.0,18659.0,19463.0,20335.0,21333.0,22168.0,23420.0,2366.0,2583.0,2784.0,2897.0,3017.0,3188.0,3386.0,3567.0,3753.0
KINGSGROVE,12936.0,13488.0,13820.0,14015.0,14174.0,15065.0,16169.0,17389.0,18157.0,7732.0,8142.0,8522.0,8747.0,9212.0,9550.0,9875.0,10192.0,10582.0
KINGSWOOD,9508.0,11326.0,12987.0,13813.0,14537.0,15056.0,15662.0,16380.0,17102.0,6358.0,6900.0,7530.0,8411.0,9344.0,10549.0,11846.0,13294.0,14862.0
KIRKHAM,1502.0,2616.0,3273.0,3488.0,3622.0,3745.0,3817.0,3867.0,3913.0,1958.0,2099.0,2154.0,2279.0,2443.0,2929.0,3469.0,4292.0,4907.0
KIRRAWEE,9482.0,10813.0,11688.0,12616.0,13331.0,13840.0,14445.0,15179.0,15673.0,6820.0,7130.0,7270.0,7580.0,8017.0,8407.0,8797.0,9150.0,9540.0
KIRRIBILLI,4302.0,4462.0,4714.0,4964.0,5676.0,6684.0,7491.0,8221.0,8673.0,1466.0,1603.0,1676.0,1819.0,1957.0,2089.0,2213.0,2325.0,2435.0
KOGARAH,15863.0,17119.0,18544.0,19614.0,20809.0,22365.0,23918.0,25423.0,26837.0,12988.0,13680.0,14915.0,15893.0,17156.0,18179.0,19188.0,20117.0,21141.0
KOGARAH BAY,1625.0,1631.0,1636.0,1639.0,1643.0,1646.0,1648.0,1650.0,1677.0,110.0,117.0,125.0,132.0,143.0,150.0,157.0,163.0,169.0
KU-RING-GAI CHASE,1320.0,1362.0,1400.0,1847.0,2090.0,2180.0,2267.0,2313.0,2378.0,825.0,874.0,901.0,976.0,1058.0,1130.0,1197.0,1258.0,1316.0
KURMOND,1375.0,1386.0,1390.0,1401.0,1428.0,1460.0,1493.0,1527.0,1562.0,407.0,444.0,456.0,470.0,494.0,524.0,552.0,584.0,625.0
KURNELL,3231.0,3390.0,3463.0,3522.0,3835.0,4918.0,5768.0,6299.0,7262.0,1956.0,1982.0,1922.0,1925.0,1988.0,2049.0,2109.0,2158.0,2222.0
KURRABA POINT,3087.0,3143.0,3207.0,3276.0,3432.0,3656.0,3852.0,4048.0,4263.0,423.0,446.0,475.0,508.0,545.0,582.0,617.0,646.0,678.0
KURRAJONG,2989.0,3000.0,3001.0,3022.0,3091.0,3091.0,3091.0,3091.0,3092.0,359.0,378.0,381.0,392.0,409.0,432.0,453.0,478.0,506.0
KURRAJONG HEIGHTS,2327.0,2357.0,2400.0,2453.0,2502.0,2654.0,2804.0,2964.0,3126.0,373.0,413.0,424.0,439.0,462.0,490.0,516.0,550.0,585.0
KYEEMAGH,944.0,963.0,967.0,968.0,968.0,983.0,1009.0,1033.0,1076.0,220.0,220.0,227.0,217.0,222.0,230.0,238.0,246.0,254.0
LA PEROUSE,3.0,4.0,4.0,5.0,6.0,7.0,8.0,10.0,11.0,369.0,397.0,431.0,449.0,471.0,500.0,533.0,565.0,599.0
LAKEMBA,17879.0,19151.0,20868.0,23089.0,26362.0,26987.0,27828.0,28748.0,30146.0,3312.0,3510.0,3888.0,4171.0,4492.0,4703.0,4910.0,5111.0,5353.0
LAKESLAND,537.0,541.0,544.0,544.0,545.0,545.0,545.0,545.0,545.0,84.0,79.0,84.0,88.0,94.0,100.0,107.0,112.0,116.0
LALOR PARK,7701.0,7899.0,8082.0,8230.0,8417.0,8577.0,8828.0,9132.0,9370.0,519.0,558.0,565.0,576.0,592.0,600.0,611.0,624.0,631.0
LANE COVE,12349.0,14433.0,16195.0,17804.0,18760.0,19863.0,21260.0,22367.0,23622.0,4732.0,5014.0,5215.0,5423.0,5692.0,5924.0,6132.0,6330.0,6541.0
LANE COVE NORTH,11974.0,13303.0,14342.0,15467.0,16791.0,18009.0,19096.0,20413.0,21527.0,1439.0,1475.0,1508.0,1544.0,1599.0,1650.0,1693.0,1733.0,1775.0
LANE COVE WEST,2080.0,2091.0,2105.0,2172.0,2314.0,2478.0,2803.0,2892.0,3058.0,5327.0,5406.0,5538.0,5646.0,5793.0,5880.0,5972.0,6076.0,6231.0
LANSDOWNE,1672.0,1694.0,1728.0,1758.0,1788.0,1827.0,1871.0,1920.0,1958.0,169.0,168.0,174.0,178.0,185.0,192.0,198.0,204.0,212.0
LANSVALE,2661.0,2715.0,2796.0,2867.0,2970.0,3180.0,3410.0,3661.0,3914.0,1930.0,1986.0,1983.0,2067.0,2118.0,2187.0,2237.0,2327.0,2475.0
LAPSTONE,984.0,988.0,1006.0,1009.0,1041.0,1068.0,1079.0,1090.0,1187.0,97.0,102.0,107.0,111.0,116.0,123.0,130.0,138.0,146.0
LAVENDER BAY,629.0,639.0,651.0,663.0,678.0,696.0,714.0,733.0,771.0,2074.0,2153.0,2224.0,2300.0,2424.0,2571.0,2677.0,2753.0,2828.0
LAWSON,2885.0,2893.0,2922.0,2926.0,2969.0,3066.0,3175.0,3293.0,3363.0,921.0,950.0,968.0,975.0,1005.0,1032.0,1057.0,1088.0,1132.0
LEICHHARDT,15069.0,17407.0,18066.0,18291.0,18465.0,18913.0,19621.0,20377.0,20761.0,7830.0,8382.0,8652.0,9428.0,10012.0,10552.0,11072.0,11543.0,12007.0
LEONAY,2578.0,2607.0,2637.0,2671.0,2702.0,3456.0,4190.0,4909.0,5635.0,282.0,314.0,321.0,346.0,373.0,397.0,422.0,454.0,494.0
LEPPINGTON,3605.0,8681.0,17693.0,31162.0,45710.0,53453.0,58358.0,60978.0,63609.0,1098.0,2008.0,2576.0,3844.0,6078.0,7803.0,9604.0,10524.0,11813.0
LETHBRIDGE PARK,4904.0,5113.0,5303.0,5470.0,5680.0,5802.0,5983.0,6205.0,6298.0,177.0,190.0,198.0,205.0,218.0,229.0,241.0,253.0,264.0
LEUMEAH,10134.0,10307.0,10053.0,9945.0,9915.0,10688.0,11476.0,12303.0,13140.0,2615.0,2726.0,2771.0,2775.0,2803.0,2898.0,2951.0,3101.0,3293.0
LEURA,4773.0,4792.0,4863.0,4875.0,4995.0,5133.0,5252.0,5382.0,5549.0,1915.0,1976.0,2043.0,2087.0,2158.0,2233.0,2301.0,2376.0,2477.0
LEWISHAM,2644.0,3961.0,4257.0,4360.0,4446.0,5163.0,5829.0,6391.0,6865.0,1083.0,1239.0,1447.0,1589.0,1744.0,1860.0,1962.0,2059.0,2152.0
LIBERTY GROVE,2454.0,2455.0,2456.0,2459.0,2470.0,2489.0,2508.0,2524.0,2546.0,361.0,378.0,397.0,415.0,434.0,455.0,477.0,496.0,518.0
LIDCOMBE,20899.0,23583.0,24742.0,25968.0,27383.0,29317.0,31966.0,34547.0,36304.0,16438.0,17833.0,20319.0,22743.0,24418.0,26517.0,27749.0,28990.0,30392.0
LILLI PILLI,1437.0,1461.0,1476.0,1495.0,1527.0,1596.0,1659.0,1714.0,1796.0,105.0,109.0,113.0,119.0,127.0,134.0,141.0,147.0,153.0
LILYFIELD,8213.0,8442.0,8598.0,9308.0,9898.0,10843.0,11610.0,12155.0,12353.0,3919.0,4076.0,4249.0,5627.0,6221.0,6508.0,6773.0,7024.0,7280.0
LINDEN,505.0,507.0,517.0,518.0,535.0,546.0,552.0,558.0,590.0,60.0,68.0,69.0,70.0,71.0,73.0,75.0,79.0,83.0
LINDFIELD,10350.0,11569.0,12695.0,13848.0,14116.0,14439.0,14946.0,15485.0,16221.0,3046.0,3272.0,3548.0,3754.0,3909.0,4158.0,4378.0,4573.0,4780.0
LITTLE BAY,3128.0,3588.0,3816.0,4791.0,5694.0,6765.0,7967.0,9308.0,9833.0,353.0,379.0,411.0,429.0,450.0,478.0,510.0,540.0,572.0
LIVERPOOL,28519.0,38240.0,42044.0,44229.0,45149.0,50462.0,56225.0,63132.0,64618.0,22912.0,24826.0,26971.0,29218.0,30961.0,33893.0,37596.0,41981.0,46378.0
LLANDILO,6987.0,9800.0,11472.0,12383.0,13423.0,13428.0,13432.0,13438.0,13442.0,1293.0,1373.0,1319.0,1308.0,1306.0,1318.0,1309.0,1325.0,1372.0
LOFTUS,4265.0,4329.0,4388.0,4475.0,4579.0,4710.0,4864.0,5043.0,5187.0,350.0,386.0,406.0,433.0,464.0,492.0,520.0,545.0,571.0
LONDONDERRY,4004.0,4075.0,4108.0,4150.0,4256.0,4257.0,4259.0,4260.0,4261.0,1043.0,1071.0,1090.0,1118.0,1176.0,1303.0,1415.0,1532.0,1647.0
LONG POINT,2813.0,2869.0,2948.0,3009.0,3091.0,3711.0,4739.0,6169.0,7609.0,170.0,180.0,190.0,186.0,194.0,213.0,236.0,271.0,298.0
LONGUEVILLE,2141.0,2161.0,2186.0,2293.0,2514.0,2697.0,2834.0,3038.0,3212.0,367.0,379.0,393.0,406.0,423.0,440.0,455.0,469.0,484.0
LOWER PORTLAND,518.0,522.0,522.0,525.0,537.0,537.0,537.0,537.0,537.0,76.0,86.0,89.0,92.0,97.0,103.0,108.0,115.0,122.0
LUCAS HEIGHTS,324.0,417.0,581.0,874.0,1250.0,1772.0,2412.0,3177.0,3282.0,1963.0,2241.0,2475.0,2687.0,2917.0,3112.0,3311.0,3467.0,3653.0
LUDDENHAM,1588.0,1599.0,3249.0,6455.0,12458.0,13965.0,15797.0,17611.0,19398.0,360.0,405.0,8349.0,13560.0,19578.0,24237.0,29034.0,33416.0,36452.0
LUGARNO,5798.0,5902.0,6029.0,6155.0,6392.0,7366.0,8394.0,9415.0,10437.0,626.0,668.0,716.0,754.0,804.0,846.0,886.0,921.0,961.0
LURNEA,9597.0,10430.0,10813.0,11080.0,11251.0,11834.0,12555.0,13404.0,13716.0,1076.0,1170.0,1272.0,1355.0,1414.0,1535.0,1703.0,1900.0,2078.0
MACQUARIE FIELDS,11540.0,11813.0,12031.0,12168.0,12340.0,12491.0,12594.0,12683.0,12776.0,1965.0,2085.0,2221.0,2248.0,2350.0,2545.0,2678.0,2946.0,3246.0
MACQUARIE LINKS,1404.0,1458.0,1545.0,1614.0,1709.0,2098.0,2538.0,3003.0,3472.0,120.0,126.0,133.0,138.0,144.0,151.0,156.0,170.0,182.0
MACQUARIE PARK,7811.0,12264.0,19177.0,23889.0,28115.0,28868.0,29325.0,29505.0,31587.0,54919.0,60915.0,63618.0,66203.0,69457.0,72635.0,75658.0,78331.0,81548.0
MALABAR,5643.0,5787.0,6007.0,6292.0,6923.0,7865.0,8951.0,10073.0,11018.0,1654.0,1797.0,1934.0,2046.0,2166.0,2296.0,2419.0,2527.0,2648.0
MANLY,19242.0,19407.0,19575.0,20092.0,20688.0,21022.0,21360.0,21699.0,22042.0,9434.0,9962.0,10329.0,11095.0,11916.0,12647.0,13305.0,13870.0,14450.0
MANLY VALE,6995.0,7066.0,7190.0,7356.0,7477.0,7616.0,7782.0,7965.0,8169.0,1759.0,1825.0,1867.0,1998.0,2152.0,2287.0,2414.0,2524.0,2636.0
MARAYLYA,1933.0,2011.0,2132.0,2915.0,4981.0,4977.0,4972.0,4968.0,4963.0,637.0,720.0,827.0,926.0,1040.0,1088.0,1128.0,1165.0,1252.0
MARAYONG,7759.0,7975.0,8034.0,8021.0,8050.0,8211.0,8457.0,8749.0,9176.0,407.0,423.0,431.0,444.0,467.0,482.0,502.0,536.0,550.0
MAROOTA,1347.0,1365.0,1375.0,1381.0,1397.0,1435.0,1473.0,1484.0,1633.0,590.0,610.0,610.0,626.0,654.0,683.0,712.0,737.0,765.0
MAROUBRA,32628.0,34139.0,36018.0,37221.0,38831.0,40957.0,43389.0,45750.0,48347.0,6041.0,6486.0,7026.0,7360.0,7715.0,8182.0,8692.0,9164.0,9665.0
MARRICKVILLE,27924.0,29888.0,34272.0,38148.0,44101.0,46050.0,47779.0,49542.0,51583.0,15710.0,17532.0,18556.0,19295.0,20422.0,21203.0,21916.0,22560.0,23233.0
MARSDEN PARK,1061.0,8211.0,17482.0,26866.0,38896.0,43769.0,47720.0,50436.0,54196.0,1248.0,4388.0,8794.0,13059.0,16939.0,19272.0,22374.0,25089.0,26556.0
MARSFIELD,14879.0,15235.0,15604.0,15906.0,16426.0,17314.0,18222.0,19164.0,19442.0,1808.0,2079.0,2291.0,2460.0,2645.0,2820.0,2987.0,3131.0,3282.0
MASCOT,12981.0,21348.0,25393.0,26779.0,27882.0,29043.0,30270.0,31558.0,32856.0,43705.0,47697.0,49461.0,51723.0,53691.0,55256.0,56665.0,57733.0,59116.0
MATRAVILLE,9423.0,9676.0,10061.0,10889.0,11355.0,11904.0,12520.0,13244.0,13852.0,6216.0,6754.0,7064.0,7279.0,7543.0,7818.0,8099.0,8341.0,8621.0
MAYS HILL,797.0,1219.0,1342.0,1459.0,1537.0,1600.0,1659.0,1715.0,1762.0,366.0,382.0,416.0,449.0,484.0,510.0,548.0,585.0,619.0
MCGRATHS HILL,2692.0,2719.0,2749.0,2789.0,2841.0,3237.0,3627.0,4044.0,4465.0,548.0,635.0,729.0,808.0,907.0,954.0,988.0,1030.0,1119.0
MCMAHONS POINT,2868.0,2903.0,2931.0,2959.0,3011.0,3087.0,3155.0,3237.0,3406.0,2170.0,2302.0,2391.0,2527.0,2666.0,2806.0,2930.0,3030.0,3140.0
MEADOWBANK,5866.0,7347.0,8202.0,8618.0,9016.0,9225.0,9387.0,9513.0,9815.0,1475.0,1693.0,1837.0,1970.0,2109.0,2230.0,2348.0,2452.0,2562.0
MEGALONG VALLEY,2714.0,2726.0,2773.0,2781.0,2863.0,2950.0,3019.0,3093.0,3214.0,882.0,919.0,948.0,967.0,997.0,1030.0,1060.0,1097.0,1146.0
MELROSE PARK,7.0,361.0,542.0,725.0,947.0,996.0,996.0,996.0,996.0,2757.0,2783.0,2742.0,2733.0,2787.0,2865.0,2971.0,3091.0,3250.0
MENAI,10792.0,10928.0,11044.0,11206.0,11473.0,12029.0,12585.0,13126.0,13810.0,3243.0,3534.0,3686.0,3911.0,4186.0,4426.0,4659.0,4866.0,5086.0
MENANGLE,805.0,833.0,877.0,911.0,948.0,979.0,1013.0,1054.0,1096.0,412.0,621.0,1214.0,1449.0,1820.0,2201.0,2674.0,2871.0,2947.0
MENANGLE PARK,308.0,431.0,3029.0,4800.0,5857.0,6159.0,6283.0,6350.0,6417.0,109.0,187.0,469.0,580.0,738.0,841.0,959.0,995.0,1036.0
MERRYLANDS,29915.0,32913.0,34842.0,37173.0,39464.0,42823.0,46163.0,49193.0,52062.0,6412.0,6922.0,7490.0,7912.0,8401.0,8947.0,9505.0,9987.0,10489.0
MERRYLANDS WEST,7242.0,7685.0,7896.0,8172.0,8467.0,8883.0,9309.0,9709.0,9878.0,1286.0,1396.0,1530.0,1628.0,1741.0,1867.0,1990.0,2100.0,2207.0
MIDDLE COVE,1256.0,1267.0,1275.0,1282.0,1291.0,1315.0,1339.0,1363.0,1414.0,254.0,275.0,288.0,302.0,320.0,334.0,347.0,358.0,370.0
MIDDLE DURAL,1814.0,1845.0,1858.0,1865.0,1877.0,1897.0,1917.0,1920.0,2010.0,469.0,480.0,478.0,494.0,520.0,547.0,575.0,598.0,622.0
